trip_id,driver_id,driver_trip_number,duration_minutes,distance_miles,average_speed_mph,max_speed_mph,harsh_braking_events,harsh_acceleration_events,sharp_cornering_events,phone_usage_seconds,speeding_percent,night_driving,rush_hour,time_of_day,start_zone,end_zone,data_quality_score,gps_accuracy_avg
trip_002515,6327dc8d3ca15faf,6,43.6,26.28,32.4,41.3,0,2,2,0,0.101,0,0,midday,zone_37.8_-122.39,zone_37.71_-122.42,0.8454845281364852,8.163034455107434
trip_002516,6327dc8d3ca15faf,7,19.5,10.23,28.7,41.2,0,0,2,32,0.045,0,1,evening_commute,zone_37.63_-122.43,zone_37.66_-122.52,0.9052778812189246,14.949358541844703
trip_002517,6327dc8d3ca15faf,8,12.9,8.23,31.4,43.6,1,2,0,0,0.027,0,0,midday,zone_37.77_-122.25,zone_37.73_-122.25,0.9253069638653827,14.869644659377126
trip_002518,6327dc8d3ca15faf,9,17.4,4.71,34.6,41.1,0,1,0,49,0.048,0,0,midday,zone_37.56_-122.35,zone_37.46_-122.36,0.9268342624749242,13.0687059319368
trip_002519,6327dc8d3ca15faf,10,24.2,15.6,41.6,67.2,2,0,0,0,0.188,0,1,morning_commute,zone_37.63_-122.32,zone_37.6_-122.33,0.7041872843513582,24.117232001770507
trip_002520,6327dc8d3ca15faf,11,28.0,15.61,34.9,42.7,1,2,1,43,0.115,0,1,evening_commute,zone_37.53_-122.52,zone_37.55_-122.47,0.7587018878878738,6.889731270853536
trip_002521,6327dc8d3ca15faf,12,11.4,3.31,29.8,33.4,2,1,0,0,0.074,0,1,evening_commute,zone_37.56_-122.45,zone_37.64_-122.55,0.809438948407532,21.33283470269733
trip_002522,6327dc8d3ca15faf,13,35.6,15.52,36.9,50.1,1,2,1,20,0.213,0,1,morning_commute,zone_37.69_-122.41,zone_37.61_-122.42,0.9048722601160735,10.024228774387591
trip_002523,6327dc8d3ca15faf,14,21.2,1.72,34.6,60.4,2,1,0,0,0.076,1,0,night,zone_37.78_-122.44,zone_37.72_-122.49,0.9602027232673569,19.840690061880608
trip_002524,6327dc8d3ca15faf,15,37.2,23.43,30.8,36.9,1,1,2,0,0.034,0,0,midday,zone_37.63_-122.44,zone_37.55_-122.44,0.6363822324227684,8.489592478041807
trip_002525,6327dc8d3ca15faf,16,47.2,22.18,33.8,48.8,2,0,2,0,0.106,1,0,night,zone_37.8_-122.43,zone_37.83_-122.44,0.9025592251879345,6.881481544998143
trip_002526,6327dc8d3ca15faf,17,51.8,31.49,26.7,42.1,2,2,6,12,0.162,0,1,morning_commute,zone_37.56_-122.52,zone_37.64_-122.46,0.9576224441572395,7.153325504836283
trip_008152,637ad75e4ba7324f,1,14.2,5.19,20.4,34.5,3,3,2,34,0.138,0,0,midday,zone_37.74_-122.3,zone_37.72_-122.36,0.9839545232587859,62.161345361821745
trip_008153,637ad75e4ba7324f,2,48.4,23.29,23.8,31.4,7,4,2,0,0.067,1,0,early_morning,zone_37.53_-122.51,zone_37.44_-122.58,0.8353471609740234,7.024462416154757
trip_008154,637ad75e4ba7324f,3,28.1,10.37,35.4,51.2,3,6,5,0,0.33,0,1,evening_commute,zone_37.78_-122.26,zone_37.7_-122.24,0.9674003343179259,23.067005519583144
trip_008155,637ad75e4ba7324f,4,27.1,13.76,31.1,32.5,6,3,2,26,0.476,0,0,midday,zone_37.56_-122.39,zone_37.64_-122.32,0.8915522769104043,19.930480362782873
trip_008156,637ad75e4ba7324f,5,25.5,3.51,34.5,37.7,8,2,2,0,0.095,1,0,early_morning,zone_37.62_-122.53,zone_37.7_-122.46,0.9514347756966787,21.389256053638004
trip_008157,637ad75e4ba7324f,6,9.6,6.29,23.1,33.6,0,1,1,0,0.219,0,1,morning_commute,zone_37.82_-122.6,zone_37.74_-122.7,0.8375213391840134,9.65276173875603
trip_008158,637ad75e4ba7324f,7,19.6,17.31,28.4,36.3,4,3,1,0,0.563,1,0,night,zone_37.75_-122.26,zone_37.75_-122.2,0.8402290805521554,7.473385007651742
trip_008159,637ad75e4ba7324f,8,30.2,17.77,30.8,36.8,7,7,2,0,0.403,0,1,morning_commute,zone_37.81_-122.48,zone_37.85_-122.5,0.9492876799006309,6.679906685330264
trip_008160,637ad75e4ba7324f,9,10.3,4.17,28.0,37.0,0,1,0,0,0.568,0,1,morning_commute,zone_37.74_-122.28,zone_37.76_-122.19,0.9200706348849311,13.946902219315675
trip_008161,637ad75e4ba7324f,10,40.1,13.59,26.1,45.6,5,3,2,0,0.141,0,1,morning_commute,zone_37.88_-122.37,zone_37.79_-122.32,0.8993542721741561,27.358634693171517
trip_008162,637ad75e4ba7324f,11,24.8,13.01,43.5,45.3,3,3,2,0,0.697,0,1,morning_commute,zone_37.53_-122.4,zone_37.52_-122.38,0.9968947261043077,19.155633220932554
trip_008163,637ad75e4ba7324f,12,49.3,25.83,32.5,46.1,9,4,6,0,0.646,0,1,morning_commute,zone_37.51_-122.25,zone_37.44_-122.35,0.9913149833103556,14.08360393292543
trip_008164,637ad75e4ba7324f,13,18.2,15.48,34.6,39.7,2,3,1,14,0.285,0,1,evening_commute,zone_37.58_-122.21,zone_37.66_-122.19,0.9781183932314957,20.084677981223706
trip_008165,637ad75e4ba7324f,14,18.4,6.31,30.6,38.8,2,1,2,0,0.243,0,0,midday,zone_37.84_-122.42,zone_37.83_-122.42,0.8608283424238513,10.19207887470861
trip_008166,637ad75e4ba7324f,15,15.7,3.44,30.2,35.4,4,2,0,0,0.212,1,0,night,zone_37.79_-122.22,zone_37.72_-122.28,0.9591192287859531,8.029555766737449
trip_008167,637ad75e4ba7324f,16,30.7,17.04,25.9,34.4,2,3,6,0,0.574,0,0,midday,zone_37.82_-122.45,zone_37.78_-122.44,0.9781875246544202,11.397278237005452
trip_008168,637ad75e4ba7324f,17,32.5,15.89,35.2,40.1,4,3,3,0,0.089,0,1,evening_commute,zone_37.55_-122.29,zone_37.47_-122.32,0.8273277481445106,8.486710646086957
trip_000989,63b7d0d6b4c22bfe,1,47.5,52.97,69.8,108.5,4,5,4,0,0.453,0,1,morning_commute,zone_37.62_-122.34,zone_37.55_-122.3,0.9451183783004873,24.990334383470397
trip_000990,63b7d0d6b4c22bfe,2,38.5,44.91,68.5,84.4,10,2,5,0,0.178,0,1,morning_commute,zone_37.58_-122.56,zone_37.61_-122.52,0.9941601905716706,7.333347324483396
trip_000991,63b7d0d6b4c22bfe,3,13.5,13.34,71.9,84.1,2,0,0,71,0.555,0,0,midday,zone_37.71_-122.25,zone_37.66_-122.3,0.930045503548,11.911595824529044
trip_000992,63b7d0d6b4c22bfe,4,21.5,27.94,72.3,81.7,5,0,2,0,0.156,0,1,morning_commute,zone_37.68_-122.49,zone_37.76_-122.57,0.9627449750781139,11.928322185494213
trip_000993,63b7d0d6b4c22bfe,5,44.7,47.34,59.2,84.7,7,7,5,9,0.483,0,1,evening_commute,zone_37.71_-122.43,zone_37.75_-122.52,0.9779939383216183,9.84832487327742
trip_000994,63b7d0d6b4c22bfe,6,31.9,33.0,62.7,75.3,6,3,3,51,0.735,0,1,morning_commute,zone_37.87_-122.25,zone_37.97_-122.31,0.9965417816511449,13.78132355437378
trip_000995,63b7d0d6b4c22bfe,7,55.5,68.11,64.1,71.8,5,7,6,0,0.434,0,0,midday,zone_37.73_-122.47,zone_37.71_-122.43,0.9584177781360776,8.677019555182568
trip_000996,63b7d0d6b4c22bfe,8,16.8,17.17,63.1,71.2,4,3,2,19,0.2,0,1,morning_commute,zone_37.52_-122.58,zone_37.49_-122.64,0.9128464042988879,16.876801147155387
trip_000997,63b7d0d6b4c22bfe,9,16.1,20.38,70.4,82.7,1,2,1,9,0.427,0,0,midday,zone_37.67_-122.45,zone_37.65_-122.51,0.9004187299672058,14.181979568166481
trip_000998,63b7d0d6b4c22bfe,10,41.7,45.8,62.5,68.4,4,5,2,0,0.339,0,1,morning_commute,zone_37.51_-122.34,zone_37.54_-122.41,0.7969508703956141,7.593141533359645
trip_000999,63b7d0d6b4c22bfe,11,14.3,15.79,60.6,65.5,2,1,1,0,0.135,0,0,midday,zone_37.72_-122.42,zone_37.65_-122.34,0.9755552783188242,9.304898118632602
trip_001000,63b7d0d6b4c22bfe,12,48.8,49.79,63.9,73.4,8,4,5,0,0.202,0,1,evening_commute,zone_37.56_-122.27,zone_37.58_-122.35,0.8349729250746206,15.030534318972698
trip_001001,63b7d0d6b4c22bfe,13,54.0,72.86,69.0,92.0,7,9,3,0,0.178,0,1,evening_commute,zone_37.52_-122.33,zone_37.55_-122.27,0.8017931887276957,18.25588230970281
trip_001002,63b7d0d6b4c22bfe,14,18.3,21.18,70.8,90.5,3,1,1,0,0.138,0,1,evening_commute,zone_37.56_-122.32,zone_37.46_-122.39,0.9734666680925613,20.66955515096286
trip_001003,63b7d0d6b4c22bfe,15,39.3,40.76,64.8,67.3,9,3,4,96,0.274,1,0,night,zone_37.61_-122.48,zone_37.52_-122.52,0.8279391005298654,20.570207232960023
trip_001004,63b7d0d6b4c22bfe,16,29.6,37.43,69.9,78.0,2,2,4,0,0.217,0,1,morning_commute,zone_37.83_-122.31,zone_37.84_-122.28,0.9845917136926736,11.538786873702897
trip_001005,63b7d0d6b4c22bfe,17,6.1,7.36,60.7,74.0,1,1,0,0,0.27,1,0,night,zone_37.62_-122.28,zone_37.7_-122.37,0.98819911535808,20.09201972762882
trip_003319,63c597c2f082fe93,1,44.2,10.61,37.9,63.6,0,1,1,0,0.015,0,1,evening_commute,zone_37.78_-122.58,zone_37.87_-122.52,0.9671917960134083,14.84973393723239
trip_003320,63c597c2f082fe93,2,17.6,11.03,36.0,58.3,0,0,0,0,0.021,0,1,evening_commute,zone_37.57_-122.59,zone_37.6_-122.57,0.9521651763967773,7.139106647196713
trip_003321,63c597c2f082fe93,3,16.4,11.3,28.1,41.9,0,1,0,0,0.013,0,0,midday,zone_37.87_-122.22,zone_37.87_-122.15,0.899339397147069,15.6206517628798
trip_003322,63c597c2f082fe93,4,21.9,16.26,25.0,44.8,0,1,1,0,0.009,0,0,midday,zone_37.87_-122.52,zone_37.83_-122.49,0.88120791874076,9.122537795543888
trip_003323,63c597c2f082fe93,5,65.6,31.29,34.4,47.0,1,0,0,0,0.005,0,0,midday,zone_37.61_-122.35,zone_37.51_-122.43,0.9827188150754781,7.545901755844637
trip_003324,63c597c2f082fe93,6,40.3,14.83,35.3,55.1,1,0,0,0,0.029,0,1,evening_commute,zone_37.66_-122.34,zone_37.72_-122.26,0.9846110037084083,14.105784197622505
trip_003325,63c597c2f082fe93,7,24.3,21.77,29.3,46.0,0,1,0,0,0.005,1,0,night,zone_37.62_-122.51,zone_37.68_-122.45,0.8591200765074796,9.88239096812969
trip_003326,63c597c2f082fe93,8,54.8,41.87,37.6,44.4,1,1,0,18,0.028,1,0,early_morning,zone_37.8_-122.38,zone_37.82_-122.29,0.9509325040054831,6.816978651425401
trip_003327,63c597c2f082fe93,9,17.1,10.07,35.3,43.6,1,0,3,0,0.009,0,1,morning_commute,zone_37.84_-122.27,zone_37.93_-122.35,0.9917163736396323,9.254103298493675
trip_003328,63c597c2f082fe93,10,53.9,24.55,38.5,47.6,1,1,0,0,0.028,1,0,night,zone_37.53_-122.2,zone_37.55_-122.2,0.8734780151703947,6.8572318917416375
trip_003329,63c597c2f082fe93,11,59.3,29.99,39.0,48.2,0,0,0,0,0.029,0,0,midday,zone_37.79_-122.23,zone_37.85_-122.26,0.9840823521102042,17.730169919243508
trip_014753,63e97ae4ed24e995,1,9.3,6.45,29.4,34.3,0,0,0,0,0.02,0,1,evening_commute,zone_37.85_-122.31,zone_37.8_-122.34,0.9441595755414737,18.66138245123608
trip_014754,63e97ae4ed24e995,2,39.6,14.44,28.6,34.1,1,1,0,0,0.059,0,1,evening_commute,zone_37.76_-122.32,zone_37.67_-122.27,0.8387151059813657,5.864649358633127
trip_014755,63e97ae4ed24e995,3,23.4,12.27,39.9,57.2,0,0,0,0,0.006,1,0,night,zone_37.76_-122.44,zone_37.71_-122.39,0.9556571453697709,12.784853037173765
trip_014756,63e97ae4ed24e995,4,47.2,26.33,33.5,45.9,2,2,0,0,0.027,0,1,evening_commute,zone_37.67_-122.22,zone_37.67_-122.3,0.8591450396137866,18.69853424750265
trip_014757,63e97ae4ed24e995,5,24.9,16.68,35.2,36.5,1,0,0,0,0.011,1,0,night,zone_37.7_-122.31,zone_37.68_-122.21,0.9711906376214273,18.295038651524436
trip_014758,63e97ae4ed24e995,6,11.9,5.92,37.4,66.7,1,0,1,0,0.008,0,1,morning_commute,zone_37.75_-122.57,zone_37.82_-122.56,0.9367592579347884,11.198352580772418
trip_017145,64095adc54dfc881,1,39.8,39.81,44.3,60.8,1,1,0,0,0.078,1,0,early_morning,zone_37.6_-122.56,zone_37.55_-122.53,0.7608970242259763,10.96568534527913
trip_017146,64095adc54dfc881,2,27.6,19.59,45.3,68.0,2,2,0,0,0.04,0,1,evening_commute,zone_37.78_-122.24,zone_37.7_-122.16,0.7772858632482412,11.932884886117836
trip_017147,64095adc54dfc881,3,25.1,11.9,49.8,58.8,4,1,1,0,0.13,0,0,midday,zone_37.67_-122.33,zone_37.72_-122.37,0.6450180310685913,17.110805649546744
trip_017148,64095adc54dfc881,4,20.5,13.0,36.6,44.6,2,1,1,0,0.085,0,1,morning_commute,zone_37.85_-122.33,zone_37.76_-122.35,0.8895093274783186,22.91491671972367
trip_017149,64095adc54dfc881,5,57.0,48.78,37.9,48.7,4,5,0,0,0.184,1,0,early_morning,zone_37.77_-122.24,zone_37.77_-122.21,0.8662495495557059,15.479635890599205
trip_017150,64095adc54dfc881,6,70.3,44.29,37.4,43.9,1,2,2,47,0.047,0,1,morning_commute,zone_37.53_-122.44,zone_37.56_-122.41,0.9918637712884119,22.916251712570762
trip_017151,64095adc54dfc881,7,11.0,7.34,37.9,43.0,1,1,0,0,0.174,0,1,morning_commute,zone_37.69_-122.31,zone_37.62_-122.24,0.9425121566358721,26.545976805724756
trip_017152,64095adc54dfc881,8,5.0,2.38,25.6,45.2,0,0,0,0,0.123,1,0,night,zone_37.72_-122.36,zone_37.65_-122.42,0.975904779968713,8.787232972381194
trip_017153,64095adc54dfc881,9,28.2,25.52,34.7,41.2,0,1,0,0,0.184,0,1,evening_commute,zone_37.52_-122.51,zone_37.59_-122.48,0.9893532740473695,12.560939398057535
trip_017154,64095adc54dfc881,10,22.6,16.45,35.6,37.4,1,1,1,0,0.088,0,0,midday,zone_37.75_-122.44,zone_37.78_-122.53,0.9380149937040658,41.0991093179186
trip_017155,64095adc54dfc881,11,32.4,13.44,36.4,57.3,1,0,1,0,0.146,0,1,morning_commute,zone_37.64_-122.49,zone_37.63_-122.45,0.9289720485045947,12.396082047734183
trip_017156,64095adc54dfc881,12,28.5,22.13,39.1,44.9,1,1,1,0,0.08,0,1,evening_commute,zone_37.81_-122.25,zone_37.86_-122.26,0.7765153838258244,13.117716662482323
trip_017157,64095adc54dfc881,13,21.7,14.53,45.2,47.9,0,2,0,0,0.069,0,0,midday,zone_37.78_-122.28,zone_37.68_-122.2,0.8925066654302682,19.177118282942367
trip_017158,64095adc54dfc881,14,37.8,19.28,41.6,49.5,2,1,1,0,0.052,0,1,morning_commute,zone_37.66_-122.51,zone_37.74_-122.56,0.913026305851617,30.21954344136954
trip_017159,64095adc54dfc881,15,27.4,21.87,39.0,41.6,2,1,0,0,0.107,0,0,midday,zone_37.61_-122.35,zone_37.57_-122.43,0.9413663150164464,24.795966255867235
trip_017160,64095adc54dfc881,16,29.9,22.11,37.2,48.2,2,0,0,0,0.013,1,0,early_morning,zone_37.72_-122.53,zone_37.81_-122.51,0.745474820936393,14.43845311806352
trip_017161,64095adc54dfc881,17,44.5,27.41,39.6,65.5,1,2,1,0,0.023,0,1,morning_commute,zone_37.8_-122.45,zone_37.86_-122.53,0.8953100640295883,15.113192514098825
trip_017162,64095adc54dfc881,18,6.3,2.26,41.7,54.9,0,1,0,0,0.173,0,0,midday,zone_37.88_-122.42,zone_37.97_-122.38,0.9954598751689,14.387155506194524
trip_017163,64095adc54dfc881,19,9.7,6.72,39.0,52.8,1,0,0,0,0.143,0,0,midday,zone_37.72_-122.31,zone_37.66_-122.37,0.942003890861026,13.930923025645276
trip_008498,6475dbcfaaed497b,1,23.6,16.84,45.1,53.4,0,1,0,0,0.023,0,1,morning_commute,zone_37.69_-122.49,zone_37.65_-122.4,0.9615006145888277,15.389156949965372
trip_008499,6475dbcfaaed497b,2,57.2,45.82,44.6,60.9,3,0,1,0,0.032,0,1,morning_commute,zone_37.54_-122.52,zone_37.49_-122.58,0.6763739890553823,6.34119823324102
trip_008500,6475dbcfaaed497b,3,19.1,14.5,35.4,48.2,1,0,0,16,0.014,0,1,evening_commute,zone_37.64_-122.49,zone_37.61_-122.41,0.9520215450609288,11.037869337955948
trip_008501,6475dbcfaaed497b,4,27.4,13.55,49.3,57.0,0,1,1,0,0.024,0,1,evening_commute,zone_37.6_-122.51,zone_37.66_-122.45,0.9018987299135763,14.252674966877825
trip_008502,6475dbcfaaed497b,5,26.4,11.9,44.7,52.0,0,0,0,0,0.034,0,1,evening_commute,zone_37.67_-122.42,zone_37.74_-122.34,0.740749839160058,15.047731824107995
trip_008503,6475dbcfaaed497b,6,17.3,10.49,45.4,60.7,0,1,0,0,0.011,0,1,morning_commute,zone_37.74_-122.51,zone_37.67_-122.56,0.9859748984389749,11.372996183617325
trip_008504,6475dbcfaaed497b,7,22.4,15.22,43.3,59.1,0,0,0,0,0.015,1,0,night,zone_37.75_-122.25,zone_37.83_-122.24,0.9490561643549655,16.053853698660898
trip_008505,6475dbcfaaed497b,8,35.3,28.82,41.5,45.0,1,0,0,0,0.009,0,1,morning_commute,zone_37.77_-122.28,zone_37.78_-122.32,0.9097681338733463,17.328664454325995
trip_008506,6475dbcfaaed497b,9,11.5,7.76,41.3,46.0,0,0,0,0,0.006,0,1,evening_commute,zone_37.76_-122.5,zone_37.68_-122.52,0.9523100040397535,8.996905531961787
trip_008507,6475dbcfaaed497b,10,27.4,30.03,40.1,64.2,0,0,0,0,0.024,0,1,morning_commute,zone_37.88_-122.28,zone_37.96_-122.25,0.9009515384810745,13.077248775204403
trip_008508,6475dbcfaaed497b,11,43.7,33.78,42.8,59.4,0,0,0,0,0.02,0,1,morning_commute,zone_37.83_-122.34,zone_37.81_-122.29,0.9369523913256901,14.673477857876955
trip_008509,6475dbcfaaed497b,12,63.1,42.28,44.0,45.7,4,1,0,0,0.012,0,1,evening_commute,zone_37.66_-122.36,zone_37.73_-122.3,0.9744235998070881,8.797547218599629
trip_008510,6475dbcfaaed497b,13,36.3,17.14,47.3,57.4,2,1,0,0,0.02,0,0,midday,zone_37.79_-122.4,zone_37.76_-122.38,0.875973580757309,17.249757649027796
trip_008511,6475dbcfaaed497b,14,40.4,29.38,41.2,47.8,0,1,0,0,0.023,0,1,morning_commute,zone_37.69_-122.37,zone_37.69_-122.39,0.8972908202149281,8.920626120157243
trip_008512,6475dbcfaaed497b,15,13.6,6.52,38.1,40.0,0,2,0,0,0.047,1,0,night,zone_37.57_-122.39,zone_37.56_-122.43,0.9761822509667483,15.257551138911364
trip_008513,6475dbcfaaed497b,16,73.0,50.16,43.2,63.7,4,5,1,0,0.002,0,1,evening_commute,zone_37.61_-122.59,zone_37.69_-122.68,0.8431401247549213,11.838552342861082
trip_014305,64792e774253304c,1,28.0,11.73,31.1,38.5,2,1,2,0,0.097,0,1,morning_commute,zone_37.58_-122.38,zone_37.56_-122.3,0.8471294983256833,16.729629393722988
trip_014306,64792e774253304c,2,37.0,19.23,28.8,33.7,7,0,1,26,0.036,0,1,evening_commute,zone_37.71_-122.35,zone_37.68_-122.44,0.7829794551129017,18.531233930025742
trip_014307,64792e774253304c,3,42.9,13.44,26.3,36.7,3,4,1,0,0.11,0,1,evening_commute,zone_37.76_-122.3,zone_37.73_-122.24,0.7191060191307055,21.3607884154106
trip_014308,64792e774253304c,4,13.9,4.78,33.6,42.2,0,1,0,0,0.09,0,1,evening_commute,zone_37.82_-122.57,zone_37.88_-122.66,0.9582862751546055,6.315985259341899
trip_014309,64792e774253304c,5,38.3,22.39,25.7,29.6,3,0,1,0,0.067,0,0,midday,zone_37.62_-122.23,zone_37.61_-122.24,0.8201442721140482,19.67867294528342
trip_014310,64792e774253304c,6,28.1,11.62,31.4,35.7,0,0,1,24,0.039,0,1,evening_commute,zone_37.87_-122.33,zone_37.89_-122.35,0.9670238414012519,10.016443085251694
trip_014311,64792e774253304c,7,13.7,13.21,22.1,32.8,0,2,0,0,0.068,0,1,evening_commute,zone_37.87_-122.24,zone_37.77_-122.28,0.9473876343834157,28.61109373167304
trip_014312,64792e774253304c,8,24.6,11.42,19.1,21.6,0,1,0,0,0.119,0,1,morning_commute,zone_37.51_-122.5,zone_37.57_-122.52,0.807909627233744,11.449601756944455
trip_014313,64792e774253304c,9,46.0,15.55,36.0,46.1,2,2,1,15,0.07,0,1,evening_commute,zone_37.7_-122.26,zone_37.76_-122.21,0.960073767495383,16.202097312999292
trip_014314,64792e774253304c,10,16.8,7.22,23.7,31.9,1,1,0,0,0.029,0,1,morning_commute,zone_37.64_-122.27,zone_37.68_-122.35,0.8831348445024092,11.966268406374864
trip_014315,64792e774253304c,11,18.0,9.17,30.4,41.9,1,0,0,0,0.1,0,1,morning_commute,zone_37.62_-122.48,zone_37.57_-122.42,0.9471249136759622,14.607592494831367
trip_014316,64792e774253304c,12,62.0,35.65,28.5,35.7,2,2,2,0,0.173,0,1,morning_commute,zone_37.53_-122.26,zone_37.6_-122.25,0.9419544922327809,8.10088555350514
trip_014317,64792e774253304c,13,15.4,11.33,36.7,39.4,0,1,1,0,0.135,0,1,evening_commute,zone_37.77_-122.24,zone_37.8_-122.34,0.9815354275078222,8.902082651359644
trip_014318,64792e774253304c,14,11.8,8.53,32.3,36.9,1,0,0,0,0.079,0,1,evening_commute,zone_37.6_-122.21,zone_37.69_-122.3,0.9960733818868808,26.356786052201365
trip_014319,64792e774253304c,15,60.5,28.67,32.6,33.2,3,3,1,0,0.118,0,0,midday,zone_37.81_-122.47,zone_37.74_-122.5,0.9483587429224192,9.927225820295286
trip_003756,647f5a7a0d12e8a6,1,32.7,13.71,40.1,57.7,3,2,0,43,0.081,0,1,morning_commute,zone_37.81_-122.35,zone_37.79_-122.33,0.9960356577813936,16.02957707350786
trip_003757,647f5a7a0d12e8a6,2,12.9,10.09,34.7,39.5,1,0,1,0,0.073,0,1,morning_commute,zone_37.84_-122.44,zone_37.8_-122.44,0.9298693851182083,16.961989383238006
trip_003758,647f5a7a0d12e8a6,3,29.8,23.26,37.8,50.6,3,1,1,0,0.007,0,1,evening_commute,zone_37.89_-122.45,zone_37.91_-122.49,0.8421118795909248,23.47491434492404
trip_003759,647f5a7a0d12e8a6,4,10.1,7.0,30.8,41.4,1,0,1,0,0.047,1,0,early_morning,zone_37.6_-122.36,zone_37.52_-122.28,0.9616056341527561,22.55871183775447
trip_003760,647f5a7a0d12e8a6,5,32.4,18.99,33.1,48.8,0,1,1,0,0.128,0,1,evening_commute,zone_37.52_-122.27,zone_37.48_-122.3,0.9750021960771794,18.105349480070146
trip_003761,647f5a7a0d12e8a6,6,21.0,13.66,29.3,44.6,4,1,0,0,0.072,0,0,midday,zone_37.81_-122.59,zone_37.88_-122.51,0.7725540849117317,11.464918733834446
trip_003762,647f5a7a0d12e8a6,7,36.3,18.43,38.9,46.4,0,1,0,0,0.16,1,0,early_morning,zone_37.86_-122.27,zone_37.95_-122.3,0.9954223446431077,19.918567759249314
trip_003763,647f5a7a0d12e8a6,8,31.6,17.28,25.7,34.3,1,3,1,0,0.019,0,1,evening_commute,zone_37.85_-122.54,zone_37.91_-122.45,0.9854414652964506,10.010018804367792
trip_003764,647f5a7a0d12e8a6,9,45.9,30.69,38.6,50.6,3,5,4,0,0.039,1,0,night,zone_37.67_-122.45,zone_37.65_-122.36,0.997009703836885,20.228495361673023
trip_009983,6486a8293dcabee2,1,53.0,47.88,41.3,45.5,1,2,2,0,0.016,0,0,midday,zone_37.57_-122.59,zone_37.55_-122.65,0.6341792744301281,13.41097207865305
trip_009984,6486a8293dcabee2,2,48.1,43.84,39.5,50.4,0,1,1,0,0.183,0,1,evening_commute,zone_37.89_-122.38,zone_37.91_-122.3,0.9829725691405424,10.472544620897857
trip_009985,6486a8293dcabee2,3,9.4,5.86,39.4,48.6,0,1,0,0,0.042,0,0,midday,zone_37.59_-122.44,zone_37.58_-122.43,0.90968727651319,9.259270532158943
trip_009986,6486a8293dcabee2,4,12.7,11.19,48.8,58.6,0,1,0,0,0.056,0,1,morning_commute,zone_37.66_-122.35,zone_37.64_-122.45,0.8883916353896467,23.400658461545582
trip_009987,6486a8293dcabee2,5,41.8,32.67,44.4,49.6,3,1,1,0,0.093,0,0,midday,zone_37.82_-122.42,zone_37.91_-122.48,0.9328273428494562,10.756121482434473
trip_009988,6486a8293dcabee2,6,52.1,37.88,44.4,52.6,3,1,2,0,0.089,1,0,early_morning,zone_37.6_-122.23,zone_37.65_-122.33,0.5821189324544521,16.482666026365173
trip_009989,6486a8293dcabee2,7,18.2,15.14,45.5,54.1,0,0,0,0,0.075,0,1,morning_commute,zone_37.85_-122.58,zone_37.86_-122.58,0.8940471384567311,16.908137067143414
trip_009990,6486a8293dcabee2,8,49.5,37.0,51.9,56.7,2,7,1,0,0.012,0,1,evening_commute,zone_37.76_-122.59,zone_37.72_-122.5,0.9968296397295636,13.34111974303515
trip_009991,6486a8293dcabee2,9,10.9,9.11,44.8,51.3,0,0,1,0,0.088,1,0,early_morning,zone_37.63_-122.5,zone_37.7_-122.43,0.9834858375629684,9.495931852115765
trip_009992,6486a8293dcabee2,10,8.9,6.72,50.4,55.9,0,0,1,0,0.052,0,1,morning_commute,zone_37.77_-122.27,zone_37.71_-122.28,0.9702025831454606,28.027878632296765
trip_009993,6486a8293dcabee2,11,12.6,12.07,46.0,56.6,1,1,0,0,0.066,1,0,early_morning,zone_37.54_-122.42,zone_37.54_-122.4,0.9527350720147924,17.1525857251206
trip_009994,6486a8293dcabee2,12,43.6,18.78,46.0,50.7,1,1,2,0,0.06,0,0,midday,zone_37.76_-122.3,zone_37.78_-122.4,0.8268641301974968,12.288815532567671
trip_009995,6486a8293dcabee2,13,14.0,7.62,43.1,51.5,0,0,1,0,0.033,1,0,night,zone_37.58_-122.34,zone_37.49_-122.28,0.9674106314021197,5.690984327406709
trip_009996,6486a8293dcabee2,14,5.0,4.26,44.7,62.1,0,2,0,0,0.034,0,1,morning_commute,zone_37.86_-122.49,zone_37.83_-122.47,0.8919242191324429,12.666279732827181
trip_006201,64c4f66f89cf14c3,1,37.2,26.1,28.9,31.9,3,2,0,0,0.109,0,1,morning_commute,zone_37.51_-122.47,zone_37.55_-122.4,0.7494258634190359,10.403780318649808
trip_006202,64c4f66f89cf14c3,2,19.3,18.25,42.8,49.3,0,0,2,0,0.187,0,1,morning_commute,zone_37.5_-122.3,zone_37.49_-122.23,0.9856387689842626,14.452212123264118
trip_006203,64c4f66f89cf14c3,3,27.1,15.65,39.4,55.2,2,0,0,0,0.069,1,0,early_morning,zone_37.7_-122.25,zone_37.65_-122.24,0.9883314103617786,16.329488001480463
trip_006204,64c4f66f89cf14c3,4,28.0,12.72,39.5,61.1,2,3,1,0,0.043,1,0,night,zone_37.73_-122.27,zone_37.66_-122.35,0.9913627748345132,18.85692027662038
trip_006205,64c4f66f89cf14c3,5,20.2,18.32,37.4,50.5,0,0,0,0,0.093,0,0,midday,zone_37.8_-122.46,zone_37.77_-122.43,0.856356110752885,28.552149307001432
trip_006206,64c4f66f89cf14c3,6,21.5,14.02,44.7,54.4,1,0,0,0,0.167,0,1,evening_commute,zone_37.63_-122.47,zone_37.65_-122.52,0.7353013014573332,22.835235642083582
