driver_id,total_trips,duration_minutes_mean,duration_minutes_std,total_driving_time_minutes,distance_miles_mean,distance_miles_std,total_distance_miles,average_speed_mph_mean,average_speed_mph_std,max_speed_mph_mean,max_speed_mph_max,harsh_braking_events_mean,harsh_braking_events_sum,harsh_acceleration_events_mean,harsh_acceleration_events_sum,sharp_cornering_events_mean,sharp_cornering_events_sum,total_harsh_events_mean,total_harsh_events_sum,harsh_events_per_mile_mean,harsh_events_per_minute_mean,phone_usage_seconds_mean,phone_usage_seconds_sum,phone_usage_percent_mean,phone_usage_flag_mean,excessive_phone_use_mean,speeding_percent_mean,speed_variance_mean,speed_ratio_mean,high_speed_flag_mean,excessive_speed_flag_mean,night_driving_mean,rush_hour_mean,high_risk_time_mean,long_trip_flag_mean,short_trip_flag_mean,extended_duration_flag_mean,trip_efficiency_mean,data_quality_score_mean,gps_accuracy_avg_mean,low_quality_data_mean,poor_gps_accuracy_mean,avg_trips_per_day,avg_miles_per_trip,avg_duration_per_trip,harsh_driving_intensity,speed_risk_score,distraction_risk_score,timing_risk_score,composite_risk_score,risk_category,high_mileage_driver,frequent_driver,consistent_driver
945069bd55c3e601,18,23.0889,8.5472,415.6,12.9194,6.6675,232.55,31.5611,4.9142,40.9111,49.3,0.7778,14,1.0556,19,0.5556,10,2.3889,43,0.224,0.1064,4.0,72,0.3497,0.1667,0.0,0.0808,9.35,1.3095,0.0,0.0,0.2222,0.5,0.7222,0.0,0.1111,0.0,0.5485,0.895,13.314,0.1111,0.6667,0.6,12.919444444444444,23.08888888888889,2.3890000000000002,0.03232,0.6994,8.333,25.915996,High,0,0,1
9453739fbefb5eb1,17,40.1706,25.8297,682.9,16.0012,13.7036,272.02,26.4118,4.5365,37.1824,70.0,1.7647,30,1.7647,30,1.0588,18,4.5882,78,0.1873,0.1086,6.7647,115,0.6669,0.2353,0.0,0.0886,10.7706,1.4351,0.0,0.0,0.2941,0.5294,0.8235,0.0588,0.1176,0.0,0.4296,0.8791,15.1718,0.2353,0.8824,0.5666666666666667,16.001176470588234,40.17058823529412,4.5882,0.03544,1.3338,9.705499999999999,48.500631999999996,High,0,0,1
945af9d2c04b97eb,17,35.9,20.9179,610.3,24.8259,14.7992,422.04,44.7706,5.486,52.6647,61.2,1.7647,30,1.2941,22,0.7059,12,3.7647,64,0.1411,0.0959,0.0,0,0.0,0.0,0.0,0.0894,7.8941,1.1839,0.0,0.0,0.2353,0.6471,0.8824,0.0588,0.0,0.0,0.6953,0.92,12.5452,0.0588,0.6471,0.5666666666666667,24.82588235294118,35.9,3.7646999999999995,0.03576,0.0,10.0005,39.657827999999995,High,0,0,1
947697c64cbed589,10,25.2,16.0324,252.0,11.509,10.0036,115.09,28.2,5.7946,40.18,73.5,0.9,9,0.6,6,0.1,1,1.6,16,0.131,0.0405,0.0,0,0.0,0.0,0.0,0.0212,11.98,1.4178,0.0,0.0,0.3,0.6,0.9,0.0,0.3,0.0,0.4382,0.9201,12.8177,0.1,0.8,0.3333333333333333,11.509,25.2,1.6,0.00848,0.0,10.5,18.102544,Medium,0,0,1
947f294a45bbf8e1,14,24.6714,10.4648,345.4,11.6336,6.0417,162.87,28.4857,3.7223,39.0214,58.5,1.2857,18,1.3571,19,0.6429,9,3.2857,46,0.2798,0.1202,0.0,0,0.0,0.0,0.0,0.0892,10.5357,1.3844,0.0,0.0,0.2857,0.7143,1.0,0.0,0.1429,0.0,0.4643,0.8903,14.6023,0.1429,0.8571,0.4666666666666667,11.633571428571429,24.67142857142857,3.2857000000000003,0.03568,0.0,11.4285,35.153403999999995,High,0,0,1
94b6bbf686255554,19,30.8684,17.4172,586.5,15.3474,8.1256,291.6,37.5368,4.3873,52.8579,75.9,1.6842,32,1.4211,27,0.9474,18,4.0526,77,0.2893,0.1419,0.4211,8,0.0083,0.0526,0.0,0.0677,15.3211,1.4186,0.0,0.0,0.0526,0.7895,0.8421,0.0,0.0,0.0,0.5182,0.8975,14.6255,0.2105,0.6842,0.6333333333333333,15.347368421052632,30.86842105263158,4.0527,0.02708,0.0166,8.684,42.280224000000004,High,0,0,1
94e81f949aa1ac7e,16,26.6938,11.0681,427.1,18.3588,9.1764,293.74,35.4688,5.0076,45.9625,69.4,3.75,60,3.1875,51,2.875,46,9.8125,157,0.5593,0.3581,10.8125,173,1.039,0.375,0.0,0.271,10.4938,1.3058,0.0,0.0,0.1875,0.6875,0.875,0.0,0.125,0.0,0.6686,0.8867,14.5978,0.1875,0.75,0.5333333333333333,18.35875,26.69375,9.8125,0.10840000000000001,2.078,9.6875,101.13402,Very High,0,0,1
94f6e7f9ee98d485,16,27.4938,12.146,439.9,16.6131,8.7829,265.81,38.7625,5.7796,46.375,58.3,4.5,72,4.25,68,3.0,48,11.75,188,0.8442,0.4346,7.4375,119,0.5566,0.3125,0.0,0.3353,7.6125,1.2026,0.0,0.0,0.1875,0.625,0.8125,0.0,0.0,0.0,0.6265,0.9015,16.9315,0.0625,0.875,0.5333333333333333,16.613125,27.49375,11.75,0.13412,1.1132,9.0625,119.909336,Very High,0,0,1
952f1adb42497478,19,26.5789,18.088,505.0,16.3721,10.7094,311.07,34.2,3.4469,43.7842,55.2,0.9474,18,0.5263,10,0.2105,4,1.6842,32,0.1196,0.065,1.1579,22,0.1038,0.0526,0.0,0.0227,9.5842,1.2777,0.0,0.0,0.3158,0.5263,0.8421,0.0,0.1053,0.0,0.6403,0.8464,15.2393,0.3684,0.7368,0.6333333333333333,16.372105263157895,26.57894736842105,1.6842,0.009080000000000001,0.2076,10.0,18.948524,Medium,0,0,1
95b8e198d35c6893,12,28.375,10.8619,340.5,26.3733,10.2703,316.48,51.7417,4.0576,61.7417,80.6,3.4167,41,3.8333,46,3.0833,37,10.3333,124,0.4174,0.3793,24.6667,296,1.5833,0.5833,0.0,0.3168,10.0,1.1925,0.0833,0.0,0.0833,0.5,0.5833,0.0,0.0,0.0,0.9396,0.8655,18.5848,0.3333,0.75,0.4,26.373333333333335,28.375,10.3333,2.6257200000000003,3.1666,6.2495,106.95391599999999,Very High,0,0,1
95e5bbf920835de7,13,29.0615,16.1937,377.8,18.7131,11.7438,243.27,43.9615,5.3311,54.4769,69.6,4.6154,60,3.1538,41,2.8462,37,10.6154,138,0.5927,0.3569,5.8462,76,0.4181,0.1538,0.0,0.3735,10.5154,1.2501,0.0,0.0,0.2308,0.4615,0.6923,0.0,0.0,0.0,0.6729,0.8503,12.5522,0.3846,0.6154,0.43333333333333335,18.713076923076922,29.06153846153846,10.6154,0.1494,0.8362,8.077,108.23231999999999,Very High,0,0,1
963a28e73f560de9,13,25.8846,13.051,336.5,21.4808,9.9282,279.25,51.9846,6.0945,62.1923,72.4,4.0769,53,3.3077,43,1.9231,25,9.3077,121,0.4283,0.3669,7.8462,102,0.8623,0.2308,0.0,0.3344,10.2077,1.2053,0.0,0.0,0.2308,0.4615,0.6923,0.0,0.0,0.0,0.8665,0.8939,14.97,0.0769,0.9231,0.43333333333333335,21.48076923076923,25.884615384615383,9.3077,0.13376,1.7246,8.077,95.59482799999999,Very High,0,0,1
9695e93e8d167370,16,28.8688,14.5618,461.9,15.3369,8.4184,245.39,29.9812,3.984,42.5625,55.0,1.1875,19,1.3125,21,1.0,16,3.5,56,0.2273,0.1182,4.875,78,0.6227,0.1875,0.0,0.061,12.5812,1.4384,0.0,0.0,0.1875,0.6875,0.875,0.0,0.125,0.0,0.5434,0.903,13.8219,0.125,0.5625,0.5333333333333333,15.336875,28.86875,3.5,0.0244,1.2454,9.6875,37.56752,High,0,0,1
96992270ddc1995b,16,22.9562,12.134,367.3,11.6538,6.4476,186.46,30.2125,4.7383,40.225,57.5,0.5,8,0.75,12,0.1875,3,1.4375,23,0.1213,0.0564,0.875,14,0.1157,0.0625,0.0,0.0197,10.0125,1.3397,0.0,0.0,0.0625,0.75,0.8125,0.0,0.1875,0.0,0.4999,0.9106,15.2046,0.1875,0.9375,0.5333333333333333,11.65375,22.95625,1.4375,0.00788,0.2314,8.4375,16.180564,Medium,0,0,1
96ee2e6bc718ec68,17,29.0882,13.9316,494.5,12.5718,9.4619,213.72,26.4,4.1018,36.3235,47.4,1.0588,18,1.5294,26,1.0588,18,3.6471,62,0.3178,0.1204,1.7059,29,0.1128,0.1176,0.0,0.0661,9.9235,1.3799,0.0,0.0,0.0588,0.7059,0.7647,0.0,0.2353,0.0,0.4058,0.9055,12.7657,0.1176,0.7059,0.5666666666666667,12.571764705882353,29.08823529411765,3.6470000000000002,0.026440000000000005,0.2256,7.940999999999999,38.178931999999996,High,0,0,1
9700cb5de6ebcbde,17,26.9294,12.8981,457.8,6.5218,5.3114,110.87,19.8941,6.0435,28.1647,50.5,0.7059,12,0.5882,10,0.2353,4,1.5294,26,0.2089,0.051,1.4706,25,0.1592,0.0588,0.0,0.019,8.2706,1.4343,0.0,0.0,0.3529,0.6471,1.0,0.0,0.3529,0.0,0.268,0.9214,11.3403,0.0588,0.4706,0.5666666666666667,6.521764705882354,26.929411764705883,1.5293999999999999,0.0076,0.3184,11.7645,17.80838,Medium,0,0,1
9756aadb1f110451,16,29.4125,14.8776,470.6,11.9156,8.9319,190.65,27.775,4.3666,39.0375,53.1,0.6875,11,0.4375,7,0.4375,7,1.5625,25,0.1187,0.0444,0.0,0,0.0,0.0,0.0,0.0139,11.2625,1.4216,0.0,0.0,0.125,0.625,0.75,0.0,0.1875,0.0,0.4002,0.8546,14.925,0.25,0.875,0.5333333333333333,11.915625,29.4125,1.5625,0.00556,0.0,8.125,17.251668000000002,Medium,0,0,1
977ae558c451f831,12,29.4167,11.2415,353.0,14.9425,8.207,179.31,31.125,7.0418,42.6083,66.3,1.75,21,0.5833,7,0.8333,10,3.1667,38,1.2453,0.1073,2.5833,31,0.0888,0.0833,0.0,0.0758,11.4833,1.3744,0.0,0.0,0.25,0.5,0.75,0.0,0.1667,0.0,0.5303,0.9148,15.9055,0.0,0.6667,0.4,14.9425,29.416666666666668,3.1666,0.030320000000000003,0.1776,8.75,33.513895999999995,High,0,0,1
97cce988ae0ac27b,13,30.8077,18.9427,400.5,18.8754,12.2199,245.38,44.5077,2.8596,55.3231,70.1,4.4615,58,3.3077,43,3.6154,47,11.3846,148,0.5702,0.3331,13.4615,175,1.3912,0.4615,0.0,0.3021,10.8154,1.2455,0.0,0.0,0.1538,0.5385,0.6923,0.0,0.0769,0.0,0.6269,0.9125,16.5839,0.0769,0.7692,0.43333333333333335,18.875384615384615,30.807692307692307,11.384599999999999,0.12084,2.7824,7.692,116.81185199999999,Very High,0,0,1
97d4d6fdffc1caa6,9,30.8778,15.6941,277.9,14.1367,5.9746,127.23,33.1778,4.8879,44.6889,64.9,0.7778,7,0.5556,5,0.4444,4,1.7778,16,0.1215,0.0505,0.0,0,0.0,0.0,0.0,0.0188,11.5111,1.3718,0.0,0.0,0.3333,0.6667,1.0,0.0,0.0,0.0,0.4965,0.8242,19.1551,0.3333,0.8889,0.3,14.136666666666667,30.877777777777776,1.7778,0.007520000000000001,0.0,11.6665,20.113556,Medium,0,0,1
97d92e49e9b59749,10,26.58,16.7895,265.8,13.954,12.4281,139.54,21.84,6.776,32.7,49.8,0.2,2,0.1,1,0.2,2,0.5,5,0.0495,0.0221,0.8,8,0.1826,0.1,0.0,0.0222,10.86,1.6519,0.0,0.0,0.2,0.4,0.6,0.0,0.4,0.0,0.4576,0.9031,18.339,0.1,0.8,0.3333333333333333,13.953999999999999,26.580000000000002,0.5,0.00888,0.3652,7.0,6.5852640000000005,Low,0,0,1
9878532701afc781,10,26.74,16.7061,267.4,15.743,10.2663,157.43,37.9,4.0011,54.19,67.2,1.5,15,1.7,17,0.9,9,4.1,41,0.2866,0.1779,0.0,0,0.0,0.0,0.0,0.0881,16.29,1.4413,0.0,0.0,0.1,0.7,0.8,0.0,0.0,0.0,0.6038,0.8986,14.0233,0.1,0.5,0.3333333333333333,15.743,26.74,4.1000000000000005,0.03524,0.0,8.5,42.71057200000001,High,0,0,1
98aae7ef7472b02d,11,29.3,14.0213,322.3,20.4318,10.5445,224.75,39.7273,5.2834,50.8455,73.4,1.5455,17,1.3636,15,0.5455,6,3.4545,38,0.1508,0.1042,1.5455,17,0.1182,0.0909,0.0,0.0855,11.1182,1.2687,0.0,0.0,0.0909,0.5455,0.6364,0.0,0.0,0.0,0.7026,0.8586,11.2833,0.1818,0.4545,0.36666666666666664,20.431818181818183,29.3,3.4546,0.0342,0.2364,6.8185,36.038160000000005,High,0,0,1
98d779fe4e0dd234,21,30.4857,15.2228,640.2,11.7552,9.1355,246.86,23.5238,4.9392,35.1667,55.2,1.7143,36,1.0476,22,0.7619,16,3.5238,74,0.3701,0.1097,0.4762,10,0.1587,0.0476,0.0,0.0869,11.6429,1.527,0.0,0.0,0.0952,0.6667,0.7619,0.0,0.2381,0.0,0.3726,0.8842,14.5466,0.1905,0.8571,0.7,11.755238095238095,30.485714285714288,3.5237999999999996,0.034760000000000006,0.3174,8.095,37.026128,High,0,0,1
9907a050d6d5fe51,12,28.1833,22.1012,338.2,15.4617,18.0758,185.54,33.7167,4.0981,40.6333,51.9,0.75,9,0.5833,7,0.25,3,1.5833,19,0.103,0.0612,0.0,0,0.0,0.0,0.0,0.02,6.9167,1.2078,0.0,0.0,0.3333,0.6667,1.0,0.0833,0.25,0.0,0.5034,0.9219,13.7031,0.0833,0.75,0.4,15.461666666666666,28.183333333333334,1.5833,0.008,0.0,11.6665,18.168699999999998,Medium,0,0,1
99298d6cd5b795b6,18,31.1944,17.579,561.5,18.3494,12.9235,330.29,36.4111,5.2331,46.7889,67.2,1.6667,30,1.6111,29,0.8889,16,4.1667,75,0.2667,0.1289,0.0,0,0.0,0.0,0.0,0.0817,10.3778,1.2814,0.0,0.0,0.2778,0.5556,0.8333,0.0,0.0556,0.0,0.5729,0.9045,17.5777,0.1667,0.7222,0.6,18.349444444444444,31.194444444444443,4.1667000000000005,0.03268,0.0,9.722999999999999,43.621404000000005,High,0,0,1
993d67e0d6a1be04,15,24.4,11.8341,366.0,18.462,10.0328,276.93,44.5867,5.0441,53.8533,75.1,4.4,66,2.8,42,2.0,30,9.2,138,0.4836,0.3638,4.2,63,0.7855,0.2,0.0,0.3071,9.2667,1.2141,0.0,0.0,0.2667,0.6667,0.9333,0.0,0.2,0.0,0.7501,0.9198,15.193,0.0667,0.6,0.5,18.462,24.4,9.2,0.12284,1.571,10.6675,94.955852,Very High,0,0,1
998adb382f25f32e,11,30.3273,13.9858,333.6,21.0082,11.2348,231.09,41.8273,3.5248,53.4909,70.3,3.9091,43,3.7273,41,2.3636,26,10.0,110,0.4907,0.3301,5.8182,64,0.2271,0.2727,0.0,0.3645,11.6636,1.2781,0.0,0.0,0.1818,0.7273,0.9091,0.0,0.0,0.0,0.6924,0.8703,13.5993,0.1818,0.7273,0.36666666666666664,21.008181818181818,30.327272727272728,10.0,0.1458,0.4542,10.0,102.27083999999999,Very High,0,0,1
9990af347b67dea2,13,31.5385,15.3921,410.0,16.3008,7.6084,211.91,35.6615,5.8439,41.8231,59.2,1.0,13,0.4615,6,0.3846,5,1.8462,24,0.1175,0.0594,0.0,0,0.0,0.0,0.0,0.0214,6.1615,1.177,0.0,0.0,0.0769,0.6154,0.6923,0.0,0.0769,0.0,0.5152,0.8776,15.8948,0.0769,0.6154,0.43333333333333335,16.30076923076923,31.53846153846154,1.8461,0.00856,0.0,7.3075,19.925068000000003,Medium,0,0,1
99d0e862aaa0eed2,9,36.3667,24.8144,327.3,25.6489,14.5207,230.84,44.0111,5.2862,50.6111,58.8,5.8889,53,4.2222,38,3.5556,32,13.6667,123,0.4929,0.3427,6.2222,56,0.4232,0.3333,0.0,0.277,6.6,1.1524,0.0,0.0,0.2222,0.6667,0.8889,0.0,0.0,0.0,0.7348,0.9142,13.6968,0.1111,0.7778,0.3,25.64888888888889,36.36666666666667,13.6667,0.11080000000000001,0.8464,10.0,139.12344000000002,Very High,0,0,1
9a3189cb277681e0,18,29.2778,15.1865,527.0,18.3722,12.0705,330.7,37.7056,4.2761,46.5944,57.2,0.6111,11,0.6111,11,0.3333,6,1.5556,28,0.0838,0.0488,0.0,0,0.0,0.0,0.0,0.0219,8.8889,1.2412,0.0,0.0,0.1111,0.7778,0.8889,0.0556,0.0556,0.0,0.62,0.9098,14.7346,0.1111,0.8333,0.6,18.37222222222222,29.27777777777778,1.5554999999999999,0.00876,0.0,9.444500000000001,17.446528,Medium,0,0,1
9a3e052708e52330,21,34.8905,21.858,732.7,10.6448,8.7132,223.54,21.0619,4.9562,32.819,54.0,0.5714,12,0.4286,9,0.5714,12,1.5714,33,0.2321,0.0389,1.4286,30,0.1905,0.0476,0.0,0.022,11.7571,1.6566,0.0,0.0,0.1905,0.619,0.8095,0.0,0.3333,0.0,0.3052,0.8869,15.6582,0.0952,0.6667,0.7,10.644761904761904,34.89047619047619,1.5714000000000001,0.0088,0.381,9.0475,17.71664,Medium,0,0,1
9a77b7c95b9daab3,22,40.15,19.6244,883.3,23.8473,14.2826,524.64,35.0364,4.958,47.3636,72.3,0.8182,18,0.5455,12,0.2727,6,1.6364,36,0.0729,0.042,4.5,99,0.1435,0.1364,0.0,0.0182,12.3273,1.363,0.0,0.0,0.2273,0.5909,0.8182,0.0455,0.0455,0.0,0.5902,0.9139,12.5586,0.0455,0.6818,0.7333333333333333,23.847272727272728,40.15,1.6364,0.007280000000000001,0.287,9.3185,18.373384,Medium,0,0,1
9ae35a653b55a8d0,16,31.8875,14.2264,510.2,23.2194,13.5332,371.51,39.8312,3.5823,52.0625,67.7,1.5625,25,1.6875,27,1.1875,19,4.4375,71,0.1887,0.1311,1.8125,29,0.1777,0.0625,0.0,0.0949,12.2312,1.3074,0.0,0.0,0.0625,0.6875,0.75,0.0625,0.0,0.0,0.7137,0.8609,16.1872,0.3125,0.6875,0.5333333333333333,23.219375,31.8875,4.4375,0.03796,0.3554,7.8125,46.126588,High,0,0,1
9aff40279694b4c6,15,26.0467,15.2355,390.7,13.1033,9.7647,196.55,30.7867,4.2893,39.4667,61.6,1.2667,19,1.6667,25,0.8667,13,3.8,57,0.3462,0.1463,2.5333,38,0.2917,0.1333,0.0,0.0864,8.68,1.2798,0.0,0.0,0.2,0.4667,0.6667,0.0,0.2,0.0,0.5048,0.898,13.326,0.1333,0.7333,0.5,13.103333333333333,26.046666666666667,3.8000999999999996,0.03456,0.5834,7.667,39.836467999999996,High,0,0,1
9b08c006e90e08aa,16,25.75,12.8114,412.0,16.7656,8.5023,268.25,39.075,5.2458,48.5562,64.2,1.4375,23,1.0,16,0.6875,11,3.125,50,0.2113,0.1262,2.5,40,0.1037,0.125,0.0,0.0864,9.4813,1.2452,0.0,0.0,0.0625,0.625,0.6875,0.0,0.125,0.0,0.6691,0.9076,14.7885,0.125,0.8125,0.5333333333333333,16.765625,25.75,3.125,0.03456,0.2074,7.1875,32.801568,High,0,0,1
9b24023ecf7ec8df,20,26.4,14.5101,528.0,19.726,11.2947,394.52,48.43,5.5915,57.225,73.1,1.25,25,1.4,28,0.6,12,3.25,65,0.1952,0.1316,3.8,76,0.812,0.05,0.05,0.0754,8.795,1.1832,0.0,0.0,0.3,0.4,0.7,0.0,0.05,0.0,0.7526,0.9091,17.1087,0.0,0.75,0.6666666666666666,19.726,26.4,3.25,0.03016,2.624,8.5,35.521048,High,0,0,1
9b58c74fca13b3a7,23,30.313,16.9865,697.2,16.7478,10.2327,385.2,36.5391,4.5277,46.5522,60.0,1.0,23,1.3043,30,0.8261,19,3.1304,72,0.2037,0.1098,1.2609,29,0.0599,0.0435,0.0,0.0931,10.013,1.2741,0.0,0.0,0.3478,0.5217,0.8696,0.0,0.0435,0.0,0.5608,0.8788,13.6025,0.2609,0.6522,0.7666666666666667,16.747826086956522,30.313043478260873,3.1304,0.03724,0.1198,10.434000000000001,33.461872,High,0,0,1
9b6d4e04a0f51eee,9,26.6889,20.3583,240.2,14.3078,14.1338,128.77,35.2222,4.2962,43.1,46.3,1.2222,11,0.7778,7,0.7778,7,2.7778,25,0.144,0.0793,0.0,0,0.0,0.0,0.0,0.0861,7.8778,1.2342,0.0,0.0,0.2222,0.4444,0.6667,0.0,0.1111,0.0,0.4972,0.9305,13.1544,0.0,0.7778,0.3,14.30777777777778,26.688888888888886,2.7778,0.03444,0.0,7.777,29.343731999999996,High,0,0,1
9ba22301c38db417,13,25.3462,13.1105,329.5,9.9815,6.2747,129.76,28.6692,5.3874,39.5462,55.3,0.8462,11,0.3077,4,0.4615,6,1.6154,21,0.1917,0.0719,0.0,0,0.0,0.0,0.0,0.0192,10.8769,1.3986,0.0,0.0,0.2308,0.7692,1.0,0.0,0.1538,0.0,0.4092,0.9227,17.5559,0.1538,0.8462,0.43333333333333335,9.981538461538461,25.346153846153847,1.6154,0.007679999999999999,0.0,11.154,18.387103999999997,Medium,0,0,1
9bdf2226d8274898,9,22.0778,10.2633,198.7,20.2411,10.5718,182.17,47.2889,5.3541,53.8556,59.2,3.0,27,3.2222,29,1.2222,11,7.4444,67,0.4874,0.3718,13.6667,123,0.786,0.4444,0.0,0.4758,6.5667,1.1496,0.0,0.0,0.1111,0.5556,0.6667,0.0,0.0,0.0,0.8949,0.8731,14.1515,0.2222,0.6667,0.3,20.24111111111111,22.077777777777776,7.4444,0.19032000000000002,1.572,7.2225,76.73159600000001,Very High,0,0,1
9bed3c3e14298231,13,28.2538,13.6284,367.3,13.9131,8.794,180.87,33.5154,3.2153,42.2385,52.9,1.4615,19,1.4615,19,1.3077,17,4.2308,55,0.4831,0.1592,0.0,0,0.0,0.0,0.0,0.0552,8.7231,1.273,0.0,0.0,0.3846,0.4615,0.8462,0.0,0.1538,0.0,0.5114,0.921,13.6238,0.0,0.7692,0.43333333333333335,13.913076923076924,28.253846153846155,4.230700000000001,0.022080000000000002,0.0,10.384,44.390424,High,0,0,1
9bee2c349e100ebf,18,27.6167,17.986,497.1,13.9406,9.7092,250.93,32.4556,4.4243,43.0222,56.9,4.7222,85,2.3333,42,2.4444,44,9.5,171,0.7375,0.3744,0.2778,5,0.0137,0.0556,0.0,0.3178,10.5667,1.3428,0.0,0.0,0.3333,0.5556,0.8889,0.0,0.1111,0.0,0.5341,0.8917,14.4215,0.1667,0.7778,0.6,13.940555555555555,27.616666666666667,9.4999,0.12712,0.0274,10.555499999999999,97.16193599999998,Very High,0,0,1
9bf7c6bb484a81b4,14,30.8929,14.8207,432.5,30.3714,14.7801,425.2,60.1857,4.1428,72.1571,87.9,4.4286,62,3.4286,48,2.5,35,10.3571,145,0.3916,0.3598,3.3571,47,0.6217,0.0714,0.0,0.4369,11.9714,1.1983,0.1429,0.0,0.2857,0.6429,0.9286,0.0714,0.0714,0.0,0.9615,0.8834,12.4037,0.1429,0.5714,0.4666666666666667,30.37142857142857,30.892857142857142,10.3572,4.46176,1.2434,10.714500000000001,107.675128,Very High,0,0,1
9c0401d3e1126e83,17,26.0882,11.1343,443.5,14.2929,7.1662,242.98,31.3941,4.6124,44.6353,60.6,1.1765,20,0.8824,15,0.8824,15,2.9412,50,0.2159,0.1053,6.2353,106,0.3329,0.1765,0.0,0.0731,13.2412,1.4205,0.0,0.0,0.3529,0.4118,0.7647,0.0,0.0588,0.0,0.5549,0.911,14.004,0.1765,0.6471,0.5666666666666667,14.292941176470588,26.08823529411765,2.9413,0.029240000000000002,0.6658,9.4115,31.636972,High,0,0,1
9c1fdab01c5dc239,16,27.725,20.4274,443.6,13.5694,8.4933,217.11,27.675,4.9046,37.3312,56.6,0.9375,15,0.3125,5,0.3125,5,1.5625,25,0.1314,0.0638,0.1875,3,0.0044,0.0625,0.0,0.0221,9.6562,1.3667,0.0,0.0,0.1875,0.5625,0.75,0.0,0.25,0.0,0.5293,0.934,14.5973,0.0,0.75,0.5333333333333333,13.569375,27.725,1.5625,0.00884,0.0088,8.4375,17.319552,Medium,0,0,1
9c6a1113fb7a919b,16,21.75,6.8738,348.0,10.5819,4.073,169.31,31.5688,4.5633,40.2688,60.4,0.875,14,0.75,12,0.875,14,2.5,40,0.284,0.1159,4.75,76,0.4055,0.125,0.0,0.0711,8.7,1.2818,0.0,0.0,0.125,0.6875,0.8125,0.0,0.0625,0.0,0.51,0.9187,13.5283,0.0625,0.6875,0.5333333333333333,10.581875,21.75,2.5,0.02844,0.811,8.75,27.164032,High,0,0,1
9c990081f3b4e365,8,24.8375,10.6401,198.7,13.5388,7.5008,108.31,38.9125,6.4552,47.0,54.7,1.25,10,1.375,11,1.0,8,3.625,29,0.2552,0.1304,0.0,0,0.0,0.0,0.0,0.0875,8.0875,1.2216,0.0,0.0,0.125,0.5,0.625,0.0,0.125,0.0,0.5354,0.9138,20.156,0.125,0.875,0.26666666666666666,13.53875,24.8375,3.625,0.034999999999999996,0.0,6.875,37.6355,High,0,0,1
9d23fb649ae1a61e,18,26.8778,10.1832,483.8,15.4,8.0224,277.2,36.35,6.1442,46.4167,65.0,0.5,9,0.4444,8,0.3333,6,1.2778,23,0.0804,0.0476,2.5,45,0.1471,0.1111,0.0,0.0194,10.0667,1.2853,0.0,0.0,0.1111,0.7778,0.8889,0.0,0.0,0.0,0.5767,0.9293,11.9437,0.0556,0.5556,0.6,15.399999999999999,26.87777777777778,1.2777,0.00776,0.2942,9.444500000000001,14.815328000000001,Medium,0,0,1
9d3c25bd57bc3209,17,32.4,19.1086,550.8,22.9871,14.8458,390.78,40.4353,4.7496,50.1765,68.6,4.6471,79,3.4706,59,2.9412,50,11.0588,188,0.4769,0.3287,5.1176,87,0.4011,0.2353,0.0,0.3236,9.7412,1.2464,0.0,0.0,0.2353,0.5882,0.8235,0.0,0.0588,0.0,0.6984,0.8894,13.1615,0.2353,0.7647,0.5666666666666667,22.98705882352941,32.4,11.0589,0.12944,0.8022,9.4115,112.911232,Very High,0,0,1
9d61943e3cae345a,8,29.525,21.1378,236.2,18.3588,14.0792,146.87,40.825,5.9165,51.8625,71.2,1.875,15,0.875,7,1.0,8,3.75,30,0.2544,0.1565,3.75,30,0.8446,0.125,0.0,0.0532,11.0375,1.2813,0.0,0.0,0.125,0.375,0.5,0.0,0.125,0.0,0.6272,0.9417,11.9657,0.0,0.5,0.26666666666666666,18.35875,29.525,3.75,0.02128,1.6892,5.625,39.475984,High,0,0,1
9d62d6a443344331,15,29.5667,20.7092,443.5,11.348,11.1531,170.22,24.1933,6.1555,33.08,49.0,0.8,12,0.5333,8,0.3333,5,1.6667,25,0.2492,0.0712,0.0,0,0.0,0.0,0.0,0.0225,8.8867,1.3781,0.0,0.0,0.1333,0.5333,0.6667,0.0,0.2667,0.0,0.3731,0.9247,12.4915,0.0667,0.6,0.5,11.348,29.566666666666666,1.6665999999999999,0.009,0.0,7.3325000000000005,18.135199999999998,Medium,0,0,1
9dca13207160b754,13,28.6923,12.0813,373.0,15.4854,8.4411,201.31,29.9462,5.5267,38.5923,53.0,1.3846,18,1.3077,17,1.1538,15,3.8462,50,0.2125,0.1128,0.3846,5,0.0366,0.0769,0.0,0.0642,8.6462,1.289,0.0,0.0,0.0769,0.7692,0.8462,0.0,0.0769,0.0,0.5279,0.8821,12.4857,0.2308,0.6154,0.43333333333333335,15.485384615384616,28.692307692307693,3.8461000000000003,0.025679999999999998,0.0732,8.8455,40.274404000000004,High,0,0,1
9e356c20161bc296,22,27.2455,14.7579,599.4,13.1764,9.2132,289.88,29.1955,6.7304,39.5409,70.5,1.1818,26,1.0,22,0.6364,14,2.8182,62,0.2661,0.0948,4.5,99,0.4368,0.1364,0.0,0.0715,10.3455,1.3707,0.0,0.0,0.0909,0.7727,0.8636,0.0,0.0909,0.0,0.4867,0.9004,14.5418,0.1364,0.7727,0.7333333333333333,13.176363636363636,27.245454545454546,2.8182,0.0286,0.8736,9.0905,30.445480000000003,High,0,0,1
